File Name,Path,Instrument Method,Position,Inj Vol,Sample ID,MS Method,Result Path
HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000347,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:A3,2,HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000347,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000347_B-A3_1_14750.d
CC25_2uL_2mWash_TT0000348,E:\Data\2026_02\Wash,D:\Methods\VNeo\A15\Separation\Testing\Blank650nlML2mA15,B:E8,2,CC25_2uL_2mWash_TT0000348,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\CC25_2uL_2mWash_TT0000348_B-E8_1_14751.d
Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000349,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:B9,2,Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000349,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000349_B-B9_1_14752.d
HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000349,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:A3,2,HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000349,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000349_B-A3_1_14753.d
CC25_2uL_5p5mWash_TT0000350,E:\Data\2026_02\Wash,D:\Methods\VNeo\A15\Separation\Testing\Blank650nlML5p5A15,B:E8,2,CC25_2uL_5p5mWash_TT0000350,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\CC25_2uL_5p5mWash_TT0000350_B-E8_1_14754.d
Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000351,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:B9,2,Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000351,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000351_B-B9_1_14755.d
HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000352,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:A3,2,HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000352,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000352_B-A3_1_14756.d
CC25_2uL_7p5mWash_TT0000353,E:\Data\2026_02\Wash,D:\Methods\VNeo\A15\Separation\Testing\Blank650nlML7p5A15,B:E8,2,CC25_2uL_7p5mWash_TT0000353,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\CC25_2uL_7p5mWash_TT0000353_B-E8_1_14757.d
Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000354,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:B9,2,Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000354,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000354_B-B9_1_14758.d
HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000355,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:A3,2,HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000355,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000355_B-A3_1_14759.d
CC25_2uL_ZebraWash8m_TT0000356,E:\Data\2026_02\Wash,D:\Methods\VNeo\A15\Separation\Testing\Zebrawash8mA15,B:E8,2,CC25_2uL_ZebraWash8m_TT0000356,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\CC25_2uL_ZebraWash8m_TT0000356_B-E8_1_14760.d
Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000357,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:B9,2,Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000357,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000357_B-B9_1_14761.d
HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_21mv51Zebra_DIA75msW83_TT0000358,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\21m200nlv51Zebrawash,B:A3,2,HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_21mv51Zebra_DIA75msW83_TT0000358,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_21mv51Zebra_DIA75msW83_TT0000358_B-A3_1_14762.d
Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000359,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:B9,2,Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000359,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000359_B-B9_1_14763.d
HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23mv52Zebra_DIA75msW83_TT0000360,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\23m200nlv52Zebrawash,B:A3,2,HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23mv52Zebra_DIA75msW83_TT0000360,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23mv52Zebra_DIA75msW83_TT0000360_B-A3_1_14764.d
Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000361,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:B9,2,Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000361,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000361_B-B9_1_14765.d
HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv50B_DIA75msW83_TT0000362,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45wash50B,B:A3,2,HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv50B_DIA75msW83_TT0000362,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv50B_DIA75msW83_TT0000362_B-A3_1_14766.d
Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000363,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:B9,2,Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000363,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000363_B-B9_1_14767.d
HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv650nlwash_DIA75msW83_TT0000364,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45wash650nl,B:A3,2,HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv650nlwash_DIA75msW83_TT0000364,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv650nlwash_DIA75msW83_TT0000364_B-A3_1_14768.d
Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000365,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:B9,2,Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000365,D:\Methods\Ultra2Methods\DIA\testing\DIA011RT75expandedrangeW83.proteoscape.m?OtofImpacTEMControl,E:\Data\2026_02\Data\Blank_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA75msW83_TT0000365_B-B9_1_14769.d
CC25_TT0000366,E:\Data\2026_02\Wash,D:\Methods\VNeo\A15\Wash\Blank7m650nlML11mA15,B:E8,2,CC25_TT0000366,D:\Methods\Ultra2Methods\MS1\MS1001.m?OtofImpacTEMControl,E:\Data\2026_02\Wash\CC25_TT0000366_B-E8_1_14770.d
HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122_uncalIM_TT0000267,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:E3,1,HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122_uncalIM_TT0000267,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122_uncalIM_TT0000267_B-E3_1_14771.d
HeLa_200pg_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_uncalIM_TT0000268,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:E3,2,HeLa_200pg_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_uncalIM_TT0000268,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_200pg_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_uncalIM_TT0000268_B-E3_1_14772.d
HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_uncalIM_TT0000269,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:A3,2,HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_uncalIM_TT0000269,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_uncalIM_TT0000269_B-A3_1_14773.d
CC25_TT0000370,E:\Data\2026_02\Wash,D:\Methods\VNeo\A15\Wash\Blank7m650nlML11mA15,B:E8,2,CC25_TT0000370,D:\Methods\Ultra2Methods\MS1\MS1001.m?OtofImpacTEMControl,E:\Data\2026_02\Wash\CC25_TT0000370_B-E8_1_14774.d
CC25_TT0000371,E:\Data\2026_02\Wash,D:\Methods\VNeo\A15\Wash\Blank7m650nlML11mA15,B:A7,2,CC25_TT0000371,D:\Methods\Ultra2Methods\MS1\MS1001.m?OtofImpacTEMControl,E:\Data\2026_02\Wash\CC25_TT0000371_B-A7_1_14775.d
HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000372,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:E6,1,HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000372,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000372_B-E6_1_14776.d
HeLa_200pg_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000373,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:E6,2,HeLa_200pg_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000373,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_200pg_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000373_B-E6_1_14777.d
HeLa_1ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000374,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:D6,2,HeLa_1ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000374,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_1ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000374_B-D6_1_14778.d
HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000375,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:C6,2,HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000375,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000375_B-C6_1_14779.d
HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000376,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:B6,2,HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000376,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000376_B-B6_1_14780.d
HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000377,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:A6,2,HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000377,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000377_B-A6_1_14781.d
CC25_TT0000378,E:\Data\2026_02\Wash,D:\Methods\VNeo\A15\Wash\Blank7m650nlML11mA15,B:A7,2,CC25_TT0000378,D:\Methods\Ultra2Methods\MS1\MS1001.m?OtofImpacTEMControl,E:\Data\2026_02\Wash\CC25_TT0000378_B-A7_1_14782.d
HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000379,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:E6,1,HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000379,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000379_B-E6_1_14783.d
HeLa_200pg_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000380,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:E6,2,HeLa_200pg_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000380,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_200pg_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000380_B-E6_1_14784.d
HeLa_1ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000381,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:D6,2,HeLa_1ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000381,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_1ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000381_B-D6_1_14785.d
HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000382,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:C6,2,HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000382,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000382_B-C6_1_14786.d
HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000383,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:B6,2,HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000383,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000383_B-B6_1_14787.d
HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000384,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:A6,2,HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000384,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000384_B-A6_1_14788.d
CC25_TT0000385,E:\Data\2026_02\Wash,D:\Methods\VNeo\A15\Wash\Blank7m650nlML11mA15,B:A7,2,CC25_TT0000385,D:\Methods\Ultra2Methods\MS1\MS1001.m?OtofImpacTEMControl,E:\Data\2026_02\Wash\CC25_TT0000385_B-A7_1_14789.d
HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000386,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:E6,1,HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000386,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000386_B-E6_1_14790.d
HeLa_200pg_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000387,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:E6,2,HeLa_200pg_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000387,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_200pg_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000387_B-E6_1_14791.d
HeLa_1ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000388,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:D6,2,HeLa_1ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000388,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_1ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000388_B-D6_1_14792.d
HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000389,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:C6,2,HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000389,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000389_B-C6_1_14793.d
HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000390,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:B6,2,HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000390,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000390_B-B6_1_14794.d
HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000391,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:A6,2,HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000391,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000391_B-A6_1_14795.d
CC25_TT0000392,E:\Data\2026_02\Wash,D:\Methods\VNeo\A15\Wash\Blank7m650nlML11mA15,B:A7,2,CC25_TT0000392,D:\Methods\Ultra2Methods\MS1\MS1001.m?OtofImpacTEMControl,E:\Data\2026_02\Wash\CC25_TT0000392_B-A7_1_14796.d
HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122v1600_TT0000393,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:E6,1,HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122v1600_TT0000393,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122_1600v.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122v1600_TT0000393_B-E6_1_14797.d
HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45FR150_DIA50msW122_TT0000394,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45FR150,B:E6,1,HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45FR150_DIA50msW122_TT0000394,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45FR150_DIA50msW122_TT0000394_B-E6_1_14798.d
